source_kind	source_index	source_key	parameter_monomial	coefficient_exact
FIRST	0	('X-2', 0)	(17,)	"(('4543216/2529*V^13*U^8 + 4543216/281*V^11*U^11 + 554272352/2529*V^9*U^14 - 1126717568/843*V^7*U^17 + 11921398784/12645*V^5*U^20 - 11630632960/2529*V^3*U^23 + 37218025472/4215*V*U^26', '1'), ('-8411600/2529*V^13*U^8 - 8411600/281*V^11*U^11 - 1026215200/2529*V^9*U^14 + 2086076800/843*V^7*U^17 - 4414407680/2529*V^5*U^20 + 21533696000/2529*V^3*U^23 - 13781565440/843*V*U^26', '1'), ('6968810/2529*V^13*U^8 + 6968810/281*V^11*U^11 + 850194820/2529*V^9*U^14 - 1728264880/843*V^7*U^17 + 3657231488/2529*V^5*U^20 - 17840153600/2529*V^3*U^23 + 11417698304/843*V*U^26', '1'), ('-3121540/2529*V^13*U^8 - 3121540/281*V^11*U^11 - 380827880/2529*V^9*U^14 + 774141920/843*V^7*U^17 - 1638184192/2529*V^5*U^20 + 7991142400/2529*V^3*U^23 - 5114331136/843*V*U^26', '1'), ('83640/281*V^13*U^8 + 752760/281*V^11*U^11 + 10204080/281*V^9*U^14 - 62228160/281*V^7*U^17 + 43894272/281*V^5*U^20 - 214118400/281*V^3*U^23 + 411107328/281*V*U^26', '1'), ('-26384/843*V^13*U^8 - 79152/281*V^11*U^11 - 3218848/843*V^9*U^14 + 6543232/281*V^7*U^17 - 69231616/4215*V^5*U^20 + 67543040/843*V^3*U^23 - 216137728/1405*V*U^26', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	0	('X-2', 0)	(18,)	"(('4543216/2529*V^12*U^9 + 99950752/4215*V^10*U^12 + 1435656256/12645*V^8*U^15 - 2980349696/2529*V^6*U^18 + 18609012736/12645*V^4*U^21 - 9304506368/4215*V^2*U^24', '1'), ('-8411600/2529*V^12*U^9 - 37011040/843*V^10*U^12 - 531613120/2529*V^8*U^15 + 5518009600/2529*V^6*U^18 - 6890782720/2529*V^4*U^21 + 3445391360/843*V^2*U^24', '1'), ('6968810/2529*V^12*U^9 + 30662764/843*V^10*U^12 + 440428792/2529*V^8*U^15 - 4571539360/2529*V^6*U^18 + 5708849152/2529*V^4*U^21 - 2854424576/843*V^2*U^24', '1'), ('-3121540/2529*V^12*U^9 - 13734776/843*V^10*U^12 - 197281328/2529*V^8*U^15 + 2047730240/2529*V^6*U^18 - 2557165568/2529*V^4*U^21 + 1278582784/843*V^2*U^24', '1'), ('83640/281*V^12*U^9 + 1104048/281*V^10*U^12 + 5286048/281*V^8*U^15 - 54867840/281*V^6*U^18 + 68517888/281*V^4*U^21 - 102776832/281*V^2*U^24', '1'), ('-26384/843*V^12*U^9 - 580448/1405*V^10*U^12 - 8337344/4215*V^8*U^15 + 17307904/843*V^6*U^18 - 108068864/4215*V^4*U^21 + 54034432/1405*V^2*U^24', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	0	('X-2', 0)	(20,)	"(('-9086432/4215*V^15*U^6 + 1285730128/12645*V^13*U^9 - 3848103952/12645*V^11*U^12 + 24569712128/12645*V^9*U^15 - 12430238976/1405*V^7*U^18 + 10467569664/1405*V^5*U^21 - 169807241216/4215*V^3*U^24 + 521052356608/12645*V*U^27', '1'), ('3364640/843*V^15*U^6 - 476096560/2529*V^13*U^9 + 1424925040/2529*V^11*U^12 - 9097986560/2529*V^9*U^15 + 4602827520/281*V^7*U^18 - 3876065280/281*V^5*U^21 + 62878392320/843*V^3*U^24 - 192941916160/2529*V*U^27', '1'), ('-2787524/843*V^15*U^6 + 394434646/2529*V^13*U^9 - 1180516414/2529*V^11*U^12 + 7537464896/2529*V^9*U^15 - 3813332832/281*V^7*U^18 + 3211227648/281*V^5*U^21 - 52093248512/843*V^3*U^24 + 159847776256/2529*V*U^27', '1'), ('1248616/843*V^15*U^6 - 176679164/2529*V^13*U^9 + 528788876/2529*V^11*U^12 - 3376257664/2529*V^9*U^15 + 1708106688/281*V^7*U^18 - 1438405632/281*V^5*U^21 + 23334135808/843*V^3*U^24 - 71600635904/2529*V*U^27', '1'), ('-100368/281*V^15*U^6 + 4734024/281*V^13*U^9 - 14168616/281*V^11*U^12 + 90465024/281*V^9*U^15 - 411910272/281*V^7*U^18 + 346871808/281*V^5*U^21 - 1875677184/281*V^3*U^24 + 1918500864/281*V*U^27', '1'), ('52768/1405*V^15*U^6 - 7466672/4215*V^13*U^9 + 22347248/4215*V^11*U^12 - 142684672/4215*V^9*U^15 + 216559872/1405*V^7*U^18 - 182366208/1405*V^5*U^21 + 986128384/1405*V^3*U^24 - 3025928192/4215*V*U^27', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	0	('X-2', 0)	(21,)	"(('-9086432/4215*V^14*U^7 + 281679392/2529*V^12*U^10 - 3825387872/4215*V^10*U^13 + 7378182784/4215*V^8*U^16 + 44777936896/12645*V^6*U^19 - 74436050944/12645*V^4*U^22 - 227960406016/12645*V^2*U^25', '1'), ('3364640/843*V^14*U^7 - 521519200/2529*V^12*U^10 + 1416513440/843*V^10*U^13 - 2732087680/843*V^8*U^16 - 16580945920/2529*V^6*U^19 + 27563130880/2529*V^4*U^22 + 84412088320/2529*V^2*U^25', '1'), ('-2787524/843*V^14*U^7 + 432066220/2529*V^12*U^10 - 1173547604/843*V^10*U^13 + 2263469488/843*V^8*U^16 + 13736918272/2529*V^6*U^19 - 22835396608/2529*V^4*U^22 - 69933402112/2529*V^2*U^25', '1'), ('1248616/843*V^14*U^7 - 193535480/2529*V^12*U^10 + 525667336/843*V^10*U^13 - 1013876192/843*V^8*U^16 - 6153179648/2529*V^6*U^19 + 10228662272/2529*V^4*U^22 + 31325278208/2529*V^2*U^25', '1'), ('-100368/281*V^14*U^7 + 5185680/281*V^12*U^10 - 42254928/281*V^10*U^13 + 81498816/281*V^8*U^16 + 164871168/281*V^6*U^19 - 274071552/281*V^4*U^22 - 839344128/281*V^2*U^25', '1'), ('52768/1405*V^14*U^7 - 1635808/843*V^12*U^10 + 22215328/1405*V^10*U^13 - 42847616/1405*V^8*U^16 - 260040704/4215*V^6*U^19 + 432275456/4215*V^4*U^22 + 1323843584/4215*V^2*U^25', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	0	('X-2', 0)	(22,)	"(('4543216/843*V^13*U^8 + 49975376/843*V^11*U^11 + 1753681376/12645*V^9*U^14 - 15228860032/4215*V^7*U^17 + 55536272384/4215*V^5*U^20 - 81414430720/2529*V^3*U^23 + 130263089152/4215*V*U^26', '1'), ('-8411600/843*V^13*U^8 - 92527600/843*V^11*U^11 - 649375520/2529*V^9*U^14 + 5639136640/843*V^7*U^17 - 20564679680/843*V^5*U^20 + 150735872000/2529*V^3*U^23 - 48235479040/843*V*U^26', '1'), ('6968810/843*V^13*U^8 + 76656910/843*V^11*U^11 + 537992132/2529*V^9*U^14 - 4671890224/843*V^7*U^17 + 17037346688/843*V^5*U^20 - 124881075200/2529*V^3*U^23 + 39961944064/843*V*U^26', '1'), ('-3121540/843*V^13*U^8 - 34336940/843*V^11*U^11 - 240982888/2529*V^9*U^14 + 2092680416/843*V^7*U^17 - 7631540992/843*V^5*U^20 + 55937996800/2529*V^3*U^23 - 17900158976/843*V*U^26', '1'), ('250920/281*V^13*U^8 + 2760120/281*V^11*U^11 + 6457008/281*V^9*U^14 - 168216768/281*V^7*U^17 + 613449216/281*V^5*U^20 - 1498828800/281*V^3*U^23 + 1438875648/281*V*U^26', '1'), ('-26384/281*V^13*U^8 - 290224/281*V^11*U^11 - 10184224/4215*V^9*U^14 + 88439168/1405*V^7*U^17 - 322518016/1405*V^5*U^20 + 472801280/843*V^3*U^23 - 756482048/1405*V*U^26', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	0	('X-2', 0)	(24,)	"(('-31802512/4215*V^15*U^6 + 3091658488/12645*V^13*U^9 - 5401883824/4215*V^11*U^12 + 154469344/4215*V^9*U^15 + 32238660736/12645*V^7*U^18 + 43324107776/843*V^5*U^21 - 254710861824/1405*V^3*U^24 + 2084209426432/12645*V*U^27', '1'), ('11776240/843*V^15*U^6 - 1144818760/2529*V^13*U^9 + 2000278480/843*V^11*U^12 - 57198880/843*V^9*U^15 - 11937742720/2529*V^7*U^18 - 80213017600/843*V^5*U^21 + 94317588480/281*V^3*U^24 - 771767664640/2529*V*U^27', '1'), ('-9756334/843*V^15*U^6 + 948455041/2529*V^13*U^9 - 1657183018/843*V^11*U^12 + 47387908/843*V^9*U^15 + 9890135152/2529*V^7*U^18 + 66454572160/843*V^5*U^21 - 78139872768/281*V^3*U^24 + 639391105024/2529*V*U^27', '1'), ('4370156/843*V^15*U^6 - 424841594/2529*V^13*U^9 + 742302212/843*V^11*U^12 - 21226472/843*V^9*U^15 - 4430089568/2529*V^7*U^18 - 29767005440/843*V^5*U^21 + 35001203712/281*V^3*U^24 - 286402543616/2529*V*U^27', '1'), ('-351288/281*V^15*U^6 + 11383404/281*V^13*U^9 - 59668776/281*V^11*U^12 + 1706256/281*V^9*U^15 + 118701888/281*V^7*U^18 + 2392773120/281*V^5*U^21 - 8440547328/281*V^3*U^24 + 7674003456/281*V*U^27', '1'), ('184688/1405*V^15*U^6 - 17954312/4215*V^13*U^9 + 31370576/1405*V^11*U^12 - 897056/1405*V^9*U^15 - 187220864/4215*V^7*U^18 - 251597824/281*V^5*U^21 + 4437577728/1405*V^3*U^24 - 12103712768/4215*V*U^27', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	0	('X-2', 0)	(25,)	"(('-31802512/4215*V^14*U^7 + 215802760/843*V^12*U^10 - 37279358888/12645*V^10*U^13 + 2535114528/1405*V^8*U^16 + 479145732224/12645*V^6*U^19 - 667452948992/12645*V^4*U^22 + 32565772288/2529*V^2*U^25', '1'), ('11776240/843*V^14*U^7 - 399551000/843*V^12*U^10 + 13804276760/2529*V^10*U^13 - 938734560/281*V^8*U^16 - 177424196480/2529*V^6*U^19 + 247152995840/2529*V^4*U^22 - 60294348800/2529*V^2*U^25', '1'), ('-9756334/843*V^14*U^7 + 331018475/843*V^12*U^10 - 11436514091/2529*V^10*U^13 + 777719196/281*V^8*U^16 + 146991715568/2529*V^6*U^19 - 204760362944/2529*V^4*U^22 + 49952430080/2529*V^2*U^25', '1'), ('4370156/843*V^14*U^7 - 148273150/843*V^12*U^10 + 5122759294/2529*V^10*U^13 - 348363864/281*V^8*U^16 - 65842018912/2529*V^6*U^19 + 91718336896/2529*V^4*U^22 - 22375198720/2529*V^2*U^25', '1'), ('-351288/281*V^14*U^7 + 11918700/281*V^12*U^10 - 137261604/281*V^10*U^13 + 84008016/281*V^8*U^16 + 1764201792/281*V^6*U^19 - 2457543936/281*V^4*U^22 + 599531520/281*V^2*U^25', '1'), ('184688/1405*V^14*U^7 - 1253240/281*V^12*U^10 + 216493912/4215*V^10*U^13 - 44166816/1405*V^8*U^16 - 2782562176/4215*V^6*U^19 + 3876126208/4215*V^4*U^22 - 189120512/843*V^2*U^25', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	0	('X-2', 0)	(27,)	"(('-254420096/12645*V^15*U^6 + 1844545696/4215*V^13*U^9 - 52778540272/12645*V^11*U^12 - 4470524544/1405*V^9*U^15 + 1132750958848/12645*V^7*U^18 - 539661369344/2529*V^5*U^21 + 632706433024/1405*V^3*U^24 - 2084209426432/4215*V*U^27', '1'), ('94209920/2529*V^15*U^6 - 683021920/843*V^13*U^9 + 19543511440/2529*V^11*U^12 + 1655402880/281*V^9*U^15 - 419449480960/2529*V^7*U^18 + 999163494400/2529*V^5*U^21 - 234286612480/281*V^3*U^24 + 771767664640/843*V*U^27', '1'), ('-78050672/2529*V^15*U^6 + 565867372/843*V^13*U^9 - 16191333154/2529*V^11*U^12 - 1371461808/281*V^9*U^15 + 347503891936/2529*V^7*U^18 - 827783127040/2529*V^5*U^21 + 194100871168/281*V^3*U^24 - 639391105024/843*V*U^27', '1'), ('34961248/2529*V^15*U^6 - 253469048/843*V^13*U^9 + 7252586036/2529*V^11*U^12 + 614319072/281*V^9*U^15 - 155657465024/2529*V^7*U^18 + 370789007360/2529*V^5*U^21 - 86943629312/281*V^3*U^24 + 286402543616/843*V*U^27', '1'), ('-936768/281*V^15*U^6 + 20374704/281*V^13*U^9 - 194329176/281*V^11*U^12 - 148143168/281*V^9*U^15 + 4170758784/281*V^7*U^18 - 9935093760/281*V^5*U^21 + 20966473728/281*V^3*U^24 - 23022010368/281*V*U^27', '1'), ('1477504/4215*V^15*U^6 - 10711904/1405*V^13*U^9 + 306502928/4215*V^11*U^12 + 77885568/1405*V^9*U^15 - 6578269952/4215*V^7*U^18 + 3133997056/843*V^5*U^21 - 11023024128/1405*V^3*U^24 + 12103712768/1405*V*U^27', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	0	('X-2', 0)	(46,)	"(('-2939728/21075*V^10*U^6 - 2939728/21075*V^8*U^9 + 17638368/1405*V^6*U^12 - 258696064/4215*V^4*U^15 + 2163639808/21075*V^2*U^18 - 376285184/7025*U^21', '1'), ('217712/843*V^10*U^6 + 217712/843*V^8*U^9 - 6531360/281*V^6*U^12 + 95793280/843*V^4*U^15 - 160236032/843*V^2*U^18 + 27867136/281*U^21', '1'), ('-901846/4215*V^10*U^6 - 901846/4215*V^8*U^9 + 5411076/281*V^6*U^12 - 79362448/843*V^4*U^15 + 663758656/4215*V^2*U^18 - 115436288/1405*U^21', '1'), ('403964/4215*V^10*U^6 + 403964/4215*V^8*U^9 - 2423784/281*V^6*U^12 + 35548832/843*V^4*U^15 - 297317504/4215*V^2*U^18 + 51707392/1405*U^21', '1'), ('-32472/1405*V^10*U^6 - 32472/1405*V^8*U^9 + 584496/281*V^6*U^12 - 2857536/281*V^4*U^15 + 23899392/1405*V^2*U^18 - 12469248/1405*U^21', '1'), ('17072/7025*V^10*U^6 + 17072/7025*V^8*U^9 - 307296/1405*V^6*U^12 + 1502336/1405*V^4*U^15 - 12564992/7025*V^2*U^18 + 6555648/7025*U^21', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	0	('X-2', 0)	(49,)	"(('-8819184/7025*V^12*U^5 + 802545744/7025*V^8*U^11 - 934833504/1405*V^6*U^14 + 10371360384/7025*V^4*U^17 - 1975497216/1405*V^2*U^20 + 3386566656/7025*U^23', '1'), ('653136/281*V^12*U^5 - 59435376/281*V^8*U^11 + 346162080/281*V^6*U^14 - 768087936/281*V^4*U^17 + 731512320/281*V^2*U^20 - 250804224/281*U^23', '1'), ('-2705538/1405*V^12*U^5 + 246203958/1405*V^8*U^11 - 286787028/281*V^6*U^14 + 3181712688/1405*V^4*U^17 - 606040512/281*V^2*U^20 + 1038926592/1405*U^23', '1'), ('1211892/1405*V^12*U^5 - 110282172/1405*V^8*U^11 + 128460552/281*V^6*U^14 - 1425184992/1405*V^4*U^17 + 271463808/281*V^2*U^20 - 465366528/1405*U^23', '1'), ('-292248/1405*V^12*U^5 + 26594568/1405*V^8*U^11 - 30978288/281*V^6*U^14 + 343683648/1405*V^4*U^17 - 65463552/281*V^2*U^20 + 112223232/1405*U^23', '1'), ('153648/7025*V^12*U^5 - 13981968/7025*V^8*U^11 + 16286688/1405*V^6*U^14 - 180690048/7025*V^4*U^17 + 34417152/1405*V^2*U^20 - 59000832/7025*U^23', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	0	('X-2', 0)	(50,)	"(('-8819184/7025*V^11*U^6 - 8819184/7025*V^9*U^9 + 158745312/1405*V^7*U^12 - 776088192/1405*V^5*U^15 + 6490919424/7025*V^3*U^18 - 3386566656/7025*V*U^21', '1'), ('653136/281*V^11*U^6 + 653136/281*V^9*U^9 - 58782240/281*V^7*U^12 + 287379840/281*V^5*U^15 - 480708096/281*V^3*U^18 + 250804224/281*V*U^21', '1'), ('-2705538/1405*V^11*U^6 - 2705538/1405*V^9*U^9 + 48699684/281*V^7*U^12 - 238087344/281*V^5*U^15 + 1991275968/1405*V^3*U^18 - 1038926592/1405*V*U^21', '1'), ('1211892/1405*V^11*U^6 + 1211892/1405*V^9*U^9 - 21814056/281*V^7*U^12 + 106646496/281*V^5*U^15 - 891952512/1405*V^3*U^18 + 465366528/1405*V*U^21', '1'), ('-292248/1405*V^11*U^6 - 292248/1405*V^9*U^9 + 5260464/281*V^7*U^12 - 25717824/281*V^5*U^15 + 215094528/1405*V^3*U^18 - 112223232/1405*V*U^21', '1'), ('153648/7025*V^11*U^6 + 153648/7025*V^9*U^9 - 2765664/1405*V^7*U^12 + 13521024/1405*V^5*U^15 - 113084928/7025*V^3*U^18 + 59000832/7025*V*U^21', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	0	('X-2', 0)	(51,)	"(('-8819184/7025*V^10*U^7 - 8819184/7025*V^8*U^10 + 158745312/1405*V^6*U^13 - 776088192/1405*V^4*U^16 + 6490919424/7025*V^2*U^19 - 3386566656/7025*U^22', '1'), ('653136/281*V^10*U^7 + 653136/281*V^8*U^10 - 58782240/281*V^6*U^13 + 287379840/281*V^4*U^16 - 480708096/281*V^2*U^19 + 250804224/281*U^22', '1'), ('-2705538/1405*V^10*U^7 - 2705538/1405*V^8*U^10 + 48699684/281*V^6*U^13 - 238087344/281*V^4*U^16 + 1991275968/1405*V^2*U^19 - 1038926592/1405*U^22', '1'), ('1211892/1405*V^10*U^7 + 1211892/1405*V^8*U^10 - 21814056/281*V^6*U^13 + 106646496/281*V^4*U^16 - 891952512/1405*V^2*U^19 + 465366528/1405*U^22', '1'), ('-292248/1405*V^10*U^7 - 292248/1405*V^8*U^10 + 5260464/281*V^6*U^13 - 25717824/281*V^4*U^16 + 215094528/1405*V^2*U^19 - 112223232/1405*U^22', '1'), ('153648/7025*V^10*U^7 + 153648/7025*V^8*U^10 - 2765664/1405*V^6*U^13 + 13521024/1405*V^4*U^16 - 113084928/7025*V^2*U^19 + 59000832/7025*U^22', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	0	('X-2', 0)	(52,)	"(('7482944/21075*V^9*U^8 + 57992816/21075*V^7*U^11 - 755777344/21075*V^5*U^14 + 628567296/7025*V^3*U^17 - 359181312/7025*V*U^20', '1'), ('-554176/843*V^9*U^8 - 4294864/843*V^7*U^11 + 55971776/843*V^5*U^14 - 46550784/281*V^3*U^17 + 26600448/281*V*U^20', '1'), ('2295608/4215*V^9*U^8 + 17790962/4215*V^7*U^11 - 231856408/4215*V^5*U^14 + 192831072/1405*V^3*U^17 - 110189184/1405*V*U^20', '1'), ('-1028272/4215*V^9*U^8 - 7969108/4215*V^7*U^11 + 103855472/4215*V^5*U^14 - 86374848/1405*V^3*U^17 + 49357056/1405*V*U^20', '1'), ('82656/1405*V^9*U^8 + 640584/1405*V^7*U^11 - 8348256/1405*V^5*U^14 + 20829312/1405*V^3*U^17 - 11902464/1405*V*U^20', '1'), ('-43456/7025*V^9*U^8 - 336784/7025*V^7*U^11 + 4389056/7025*V^5*U^14 - 10950912/7025*V^3*U^17 + 6257664/7025*V*U^20', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	0	('X-2', 0)	(53,)	"(('-26457552/1405*V^12*U^6 - 8819184/1405*V^10*U^9 + 2398818048/1405*V^8*U^12 - 2645755200/281*V^6*U^15 + 27233640192/1405*V^4*U^18 - 23141538816/1405*V^2*U^21 + 6773133312/1405*U^24', '1'), ('9797040/281*V^12*U^6 + 3265680/281*V^10*U^9 - 888264960/281*V^8*U^12 + 4898520000/281*V^6*U^15 - 10084419840/281*V^4*U^18 + 8569144320/281*V^2*U^21 - 2508042240/281*U^24', '1'), ('-8116614/281*V^12*U^6 - 2705538/281*V^10*U^9 + 735906336/281*V^8*U^12 - 4058307000/281*V^6*U^15 + 8354701344/281*V^4*U^18 - 7099331712/281*V^2*U^21 + 2077853184/281*U^24', '1'), ('3635676/281*V^12*U^6 + 1211892/281*V^10*U^9 - 329634624/281*V^8*U^12 + 1817838000/281*V^6*U^15 - 3742322496/281*V^4*U^18 + 3180004608/281*V^2*U^21 - 930733056/281*U^24', '1'), ('-876744/281*V^12*U^6 - 292248/281*V^10*U^9 + 79491456/281*V^8*U^12 - 438372000/281*V^6*U^15 + 902461824/281*V^4*U^18 - 766858752/281*V^2*U^21 + 224446464/281*U^24', '1'), ('460944/1405*V^12*U^6 + 153648/1405*V^10*U^9 - 41792256/1405*V^8*U^12 + 46094400/281*V^6*U^15 - 474465024/1405*V^4*U^18 + 403172352/1405*V^2*U^21 - 118001664/1405*U^24', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	0	('X-2', 0)	(54,)	"(('-37949216/4215*V^11*U^7 + 3206976/281*V^9*U^10 + 208987936/281*V^7*U^13 - 17999687296/4215*V^5*U^16 + 11006341632/1405*V^3*U^19 - 6054770688/1405*V*U^22', '1'), ('14052320/843*V^11*U^7 - 5937600/281*V^9*U^10 - 386933600/281*V^7*U^13 + 6665153920/843*V^5*U^16 - 4075568640/281*V^3*U^19 + 2242037760/281*V*U^22', '1'), ('-11642012/843*V^11*U^7 + 4919160/281*V^9*U^10 + 320565260/281*V^7*U^13 - 5521921072/843*V^5*U^16 + 3376511424/281*V^3*U^19 - 1857474816/281*V*U^22', '1'), ('5214808/843*V^11*U^7 - 2203440/281*V^9*U^10 - 143590840/281*V^7*U^13 + 2473434848/843*V^5*U^16 - 1512441216/281*V^3*U^19 + 832018944/281*V*U^22', '1'), ('-419184/281*V^11*U^7 + 531360/281*V^9*U^10 + 34626960/281*V^7*U^13 - 198823104/281*V^5*U^16 + 364725504/281*V^3*U^19 - 200641536/281*V*U^22', '1'), ('220384/1405*V^11*U^7 - 55872/281*V^9*U^10 - 3640992/281*V^7*U^13 + 104530304/1405*V^5*U^16 - 191752704/1405*V^3*U^19 + 105486336/1405*V*U^22', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	0	('X-2', 0)	(55,)	"(('-11491664/4215*V^10*U^8 + 17905616/843*V^8*U^11 + 869624992/4215*V^6*U^14 - 2623306368/1405*V^4*U^17 + 1154511360/281*V^2*U^20 - 3386566656/1405*U^23', '1'), ('4255280/843*V^10*U^8 - 33151600/843*V^8*U^11 - 322015840/843*V^6*U^14 + 971391360/281*V^4*U^17 - 2137536000/281*V^2*U^20 + 1254021120/281*U^23', '1'), ('-3525398/843*V^10*U^8 + 27465310/843*V^8*U^11 + 266782444/843*V^6*U^14 - 804774576/281*V^4*U^17 + 1770897600/281*V^2*U^20 - 1038926592/281*U^23', '1'), ('1579132/843*V^10*U^8 - 12302540/843*V^8*U^11 - 119499896/843*V^6*U^14 + 360482784/281*V^4*U^17 - 793238400/281*V^2*U^20 + 465366528/281*U^23', '1'), ('-126936/281*V^10*U^8 + 988920/281*V^8*U^11 + 9605808/281*V^6*U^14 - 86930496/281*V^4*U^17 + 191289600/281*V^2*U^20 - 112223232/281*U^23', '1'), ('66736/1405*V^10*U^8 - 103984/281*V^8*U^11 - 5050208/1405*V^6*U^14 + 45703296/1405*V^4*U^17 - 20113920/281*V^2*U^20 + 59000832/1405*U^23', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	0	('X-2', 0)	(56,)	"(('14965888/4215*V^9*U^9 + 115985632/4215*V^7*U^12 - 1511554688/4215*V^5*U^15 + 1257134592/1405*V^3*U^18 - 718362624/1405*V*U^21', '1'), ('-5541760/843*V^9*U^9 - 42948640/843*V^7*U^12 + 559717760/843*V^5*U^15 - 465507840/281*V^3*U^18 + 266004480/281*V*U^21', '1'), ('4591216/843*V^9*U^9 + 35581924/843*V^7*U^12 - 463712816/843*V^5*U^15 + 385662144/281*V^3*U^18 - 220378368/281*V*U^21', '1'), ('-2056544/843*V^9*U^9 - 15938216/843*V^7*U^12 + 207710944/843*V^5*U^15 - 172749696/281*V^3*U^18 + 98714112/281*V*U^21', '1'), ('165312/281*V^9*U^9 + 1281168/281*V^7*U^12 - 16696512/281*V^5*U^15 + 41658624/281*V^3*U^18 - 23804928/281*V*U^21', '1'), ('-86912/1405*V^9*U^9 - 673568/1405*V^7*U^12 + 8778112/1405*V^5*U^15 - 21901824/1405*V^3*U^18 + 12515328/1405*V*U^21', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
