CONDITIONAL on EXACT-N	D	m	M_tuple	V_s	u	e	branch_type_count	distinct_weight_count	distinct_weights
CONDITIONAL on EXACT-N	105	84	49,103	5	15	5	15	15	25/26,40/17,630/169,464/91,925/143,5400/689,3710/403,9760/923,621/52,15400/1157,9350/637,22320/1391,505/29,6104/325,1350/67
CONDITIONAL on EXACT-N	105	84	49,103	6	18	5	18	18	125/94,2600/799,3150/611,2320/329,4625/517,27000/2491,18550/1457,48800/3337,3105/188,77000/4183,46750/2303,111600/5029,32825/1363,6104/235,87750/3149,200000/6721,2975/94,5400/161
CONDITIONAL on EXACT-N	105	84	56,103	4	12	5	12	12	10/27,440/459,20/13,400/189,800/297,520/159,3220/837,8480/1917,5,13400/2403,8140/1323,720/107
CONDITIONAL on EXACT-N	105	84	56,103	5	15	5	15	15	15/17,660/289,810/221,600/119,1200/187,7020/901,4830/527,12720/1207,405/34,20100/1513,12210/833,29160/1819,8580/493,1596/85,1350/67
CONDITIONAL on EXACT-N	105	84	56,103	6	18	5	18	18	50/41,2200/697,2700/533,2000/287,4000/451,23400/2173,16100/1271,42400/2911,675/41,67000/3649,40700/2009,97200/4387,28600/1189,1064/41,76500/2747,174400/5863,24650/779,5400/161
CONDITIONAL on EXACT-N	105	84	70,103	4	12	5	12	12	5/19,280/323,360/247,272/133,50/19,3240/1007,2240/589,5920/1349,189/38,9400/1691,5720/931,720/107
CONDITIONAL on EXACT-N	105	84	70,103	5	15	5	15	15	5/8,35/17,45/13,34/7,25/4,405/53,280/31,740/71,189/16,1175/89,715/49,1710/107,2015/116,469/25,1350/67
CONDITIONAL on EXACT-N	105	84	70,103	6	18	5	18	18	25/29,1400/493,1800/377,1360/203,250/29,16200/1537,11200/899,29600/2059,945/58,47000/2581,28600/1421,68400/3103,20150/841,3752/145,54000/1943,11200/377,17425/551,5400/161
CONDITIONAL on EXACT-N	105	84	77,103	4	12	5	12	12	1/6,40/51,18/13,208/105,85/33,168/53,350/93,928/213,99/20,1480/267,902/147,720/107
CONDITIONAL on EXACT-N	105	84	77,103	5	15	5	15	15	15/38,600/323,810/247,624/133,1275/209,7560/1007,5250/589,13920/1349,891/76,22200/1691,13530/931,32400/2033,9555/551,8904/475,1350/67
CONDITIONAL on EXACT-N	105	84	77,103	6	18	5	18	18	25/46,1000/391,1350/299,1040/161,2125/253,12600/1219,8750/713,23200/1633,1485/92,37000/2047,22550/1127,54000/2461,15925/667,2968/115,42750/1541,97600/3289,27625/874,5400/161
CONDITIONAL on EXACT-N	105	84	91,103	4	12	5	11	11	40/119,90/91,80/49,25/11,1080/371,110/31,2080/497,135/28,3400/623,2090/343,720/107
CONDITIONAL on EXACT-N	105	84	91,103	5	15	5	14	14	40/51,30/13,80/21,175/33,360/53,770/93,2080/213,45/4,3400/267,2090/147,1680/107,1495/87,56/3,1350/67
CONDITIONAL on EXACT-N	105	84	91,103	6	18	5	17	17	200/187,450/143,400/77,875/121,5400/583,350/31,10400/781,675/44,17000/979,950/49,25200/1177,7475/319,280/11,20250/737,46400/1573,13175/418,5400/161
CONDITIONAL on EXACT-N	105	84	98,103	4	12	5	9	9	16/21,50/33,120/53,280/93,800/213,9/2,1400/267,880/147,720/107
CONDITIONAL on EXACT-N	105	84	98,103	5	15	5	12	12	12/7,75/22,270/53,210/31,600/71,81/8,1050/89,660/49,1620/107,975/58,462/25,1350/67
CONDITIONAL on EXACT-N	105	84	98,103	6	18	5	15	15	16/7,50/11,360/53,280/31,800/71,27/2,1400/89,880/49,2160/107,650/29,616/25,1800/67,320/11,595/19,5400/161
CONDITIONAL on EXACT-N	105	70	-65,103	3	21	3	21	21	81/202,244/303,855/707,3096/1919,815/404,7092/2929,4851/1717,4240/1313,8073/2222,19980/4949,4037/909,28872/5959,16965/3232,13132/2323,22635/3737,51552/7979,9707/1414,65340/8989,36423/4747,26920/3333,441/52
CONDITIONAL on EXACT-N	105	70	-65,103	4	28	3	28	28	9/10,244/135,19/7,344/95,163/36,788/145,539/85,848/117,897/110,444/49,4037/405,3208/295,377/32,13132/1035,503/37,5728/395,9707/630,1452/89,4047/235,5384/297,4949/260,10868/545,3565/171,12944/595,1405/62,45604/1935,8199/335,3528/139
CONDITIONAL on EXACT-N	105	70	-60,103	3	21	3	21	21	39/98,118/147,414/343,1500/931,395/196,3438/1421,48/17,2056/637,3915/1078,9690/2401,1958/441,14004/2891,8229/1568,130/23,10980/1813,25008/3871,4709/686,31698/4361,17670/2303,13060/1617,441/52
CONDITIONAL on EXACT-N	105	70	-60,103	4	28	3	28	28	117/131,236/131,2484/917,9000/2489,1185/262,20628/3799,14112/2227,12336/1703,11745/1441,58140/6419,3916/393,84024/7729,24687/2096,38220/3013,65880/4847,150048/10349,14127/917,190188/11659,106020/6157,26120/1441,64827/3406,284724/14279,51888/2489,339120/15589,92025/4061,132756/5633,214812/8777,3528/139
CONDITIONAL on EXACT-N	105	70	-55,103	3	21	3	21	21	15/38,4/5,801/665,2904/1805,153/76,1332/551,4557/1615,3984/1235,7587/2090,3756/931,253/57,27144/5605,15951/3040,12348/2185,4257/703,9696/1501,9129/1330,61452/8455,1803/235,1688/209,441/52
CONDITIONAL on EXACT-N	105	70	-55,103	4	28	3	28	28	225/254,228/127,2403/889,8712/2413,2295/508,19980/3683,13671/2159,11952/1651,22761/2794,56340/6223,1265/127,81432/7493,47853/4064,37044/2921,63855/4699,145440/10033,27387/1778,184356/11303,102771/5969,25320/1397,125685/6604,276012/13843,50301/2413,328752/15113,178425/7874,128700/5461,208251/8509,3528/139
CONDITIONAL on EXACT-N	105	70	-50,103	3	21	3	21	21	9/23,55/69,387/322,702/437,185/92,1611/667,2205/782,964/299,918/253,4545/1127,1837/414,6570/1357,3861/736,2989/529,10305/1702,11736/1817,1105/161,14877/2047,16587/2162,6130/759,441/52
CONDITIONAL on EXACT-N	105	70	-50,103	4	28	3	28	28	36/41,220/123,774/287,2808/779,185/41,6444/1189,4410/697,3856/533,3672/451,18180/2009,3674/369,26280/2419,3861/328,11956/943,20610/1517,46944/3239,4420/287,59508/3649,33174/1927,24520/1353,10143/533,89100/4469,16238/779,106128/4879,28800/1271,41548/1763,67230/2747,3528/139
CONDITIONAL on EXACT-N	105	70	-45,103	3	21	3	21	21	69/178,212/267,747/623,2712/1691,715/356,6228/2581,4263/1513,3728/1157,7101/1958,17580/4361,3553/801,25416/5251,14937/2848,11564/2047,19935/3293,45408/7031,8551/1246,57564/7921,32091/4183,23720/2937,441/52
CONDITIONAL on EXACT-N	105	70	-45,103	4	28	3	28	28	207/238,212/119,2241/833,8136/2261,2145/476,18684/3451,1827/289,11184/1547,21303/2618,52740/5831,209/21,76248/7021,44811/3808,4956/391,59805/4403,136224/9401,1509/98,172692/10591,96273/5593,23720/1309,16821/884,258588/12971,47127/2261,308016/14161,167175/7378,120588/5117,195129/7973,3528/139
CONDITIONAL on EXACT-N	105	70	-40,103	3	21	3	21	21	33/86,34/43,360/301,1308/817,345/172,3006/1247,2058/731,1800/559,3429/946,8490/2107,572/129,12276/2537,7215/1376,5586/989,9630/1591,21936/3397,4131/602,27810/3827,15504/2021,3820/473,441/52
CONDITIONAL on EXACT-N	105	70	-40,103	4	28	3	28	28	99/115,204/115,432/161,7848/2185,9/2,18036/3335,12348/1955,2160/299,10287/1265,10188/1127,1144/115,73656/6785,4329/368,33516/2645,11556/851,131616/9085,12393/805,33372/2047,93024/5405,4584/253,56889/2990,249876/12535,396/19,297648/13685,16155/713,116532/4945,188568/7705,3528/139
CONDITIONAL on EXACT-N	105	70	-30,103	3	21	3	21	21	3/8,47/60,333/280,303/190,2,279/116,1911/680,209/65,1593/440,789/196,319/72,2853/590,1677/320,2597/460,1791/296,510/79,1921/280,12933/1780,14421/1880,533/66,441/52
CONDITIONAL on EXACT-N	105	70	-30,103	4	28	3	28	28	90/107,188/107,1998/749,7272/2033,480/107,16740/3103,11466/1819,10032/1391,9558/1177,47340/5243,3190/321,68472/6313,5031/428,31164/2461,53730/3959,122400/8453,11526/749,155196/9523,86526/5029,21320/1177,26460/1391,232452/11663,42366/2033,276912/12733,75150/3317,108420/4601,175446/7169,3528/139
CONDITIONAL on EXACT-N	105	70	-25,103	3	21	3	21	21	57/154,60/77,639/539,2328/1463,615/308,5364/2233,525/187,3216/1001,6129/1694,1380/343,31/7,21960/4543,12909/2464,1428/253,17235/2849,39264/6083,7395/1078,49788/6853,27759/3619,6840/847,441/52
CONDITIONAL on EXACT-N	105	70	-25,103	4	28	3	28	28	171/206,180/103,1917/721,6984/1957,1845/412,16092/2987,11025/1751,9648/1339,18387/2266,45540/5047,1023/103,65880/6077,38727/3296,29988/2369,51705/3811,117792/8137,22185/1442,149364/9167,83277/4841,20520/1133,101871/5356,223740/11227,40779/1957,266544/12257,144675/6386,104364/4429,168885/6901,3528/139
CONDITIONAL on EXACT-N	105	70	-20,103	3	21	3	21	21	27/74,86/111,306/259,1116/703,295/148,2574/1073,1764/629,1544/481,2943/814,7290/1813,1474/333,10548/2183,6201/1184,4802/851,8280/1369,18864/2923,3553/518,23922/3293,13338/1739,9860/1221,441/52
CONDITIONAL on EXACT-N	105	70	-20,103	4	28	3	28	28	9/11,172/99,204/77,744/209,295/66,156/29,1176/187,3088/429,981/121,4860/539,268/27,7032/649,2067/176,9604/759,5520/407,12576/869,323/21,15948/979,8892/517,19720/1089,5439/286,2172/109,13064/627,28464/1309,7725/341,33436/1419,18036/737,3528/139
CONDITIONAL on EXACT-N	105	70	-15,103	3	21	3	21	21	51/142,164/213,585/497,2136/1349,565/284,4932/2059,3381/1207,2960/923,513/142,13980/3479,2827/639,20232/4189,11895/2272,9212/1633,15885/2627,36192/5609,6817/994,45900/6319,25593/3337,1720/213,441/52
CONDITIONAL on EXACT-N	105	70	-15,103	4	28	3	28	28	153/190,164/95,351/133,6408/1805,339/76,14796/2755,10143/1615,1776/247,81/10,8388/931,2827/285,60696/5605,7137/608,27636/2185,9531/703,108576/7505,20451/1330,27540/1691,4041/235,344/19,93933/4940,206316/10355,7521/361,245808/11305,26685/1178,96252/4085,155763/6365,3528/139
CONDITIONAL on EXACT-N	105	70	-10,103	3	21	3	21	21	6/17,13/17,279/238,30/19,135/68,1179/493,1617/578,708/221,675/187,3345/833,451/102,4842/1003,2847/544,2205/391,7605/1258,8664/1343,48/7,10989/1513,12255/1598,1510/187,441/52
CONDITIONAL on EXACT-N	105	70	-10,103	4	28	3	28	28	72/91,12/7,1674/637,6120/1729,405/91,14148/2639,1386/221,8496/1183,8100/1001,40140/4459,902/91,58104/5369,657/56,3780/299,3510/259,103968/7189,9792/637,131868/8099,73530/4277,18120/1001,3213/169,197604/9919,36018/1729,235440/10829,63900/2821,7092/301,149202/6097,3528/139
CONDITIONAL on EXACT-N	105	70	-5,103	3	21	3	21	21	9/26,148/195,531/455,1944/1235,103/52,900/377,3087/1105,16/5,5157/1430,2556/637,517/117,18504/3835,837/160,8428/1495,2907/481,6624/1027,6239/910,42012/5785,23427/3055,3464/429,441/52
CONDITIONAL on EXACT-N	105	70	-5,103	4	28	3	28	28	45/58,148/87,531/203,1944/551,515/116,4500/841,3087/493,208/29,5157/638,12780/1421,2585/261,18504/1711,10881/928,8428/667,14535/1073,33120/2291,6239/406,42012/2581,23427/1363,17320/957,2205/116,62964/3161,11477/551,75024/3451,40725/1798,29380/1247,47547/1943,3528/139
CONDITIONAL on EXACT-N	105	70	5,103	3	21	3	21	21	39/118,44/59,477/413,1752/1121,465/236,4068/1711,2793/1003,2448/767,4671/1298,11580/2891,781/177,16776/3481,9867/1888,7644/1357,13185/2183,30048/4661,5661/826,38124/5251,21261/2773,5240/649,441/52
CONDITIONAL on EXACT-N	105	70	5,103	4	28	3	28	28	117/158,132/79,1431/553,5256/1501,1395/316,12204/2291,8379/1343,7344/1027,14013/1738,34740/3871,781/79,50328/4661,29601/2528,22932/1817,39555/2923,90144/6241,16983/1106,114372/7031,63783/3713,15720/869,78057/4108,171468/8611,31257/1501,204336/9401,110925/4898,80028/3397,129519/5293,3528/139
CONDITIONAL on EXACT-N	105	70	10,103	3	21	3	21	21	9/28,31/42,225/196,207/133,55/28,963/406,189/68,290/91,1107/308,2745/686,1111/252,1989/413,585/112,259/46,6255/1036,3564/553,1343/196,9045/1246,10089/1316,1865/231,441/52
CONDITIONAL on EXACT-N	105	70	10,103	4	28	3	28	28	18/25,124/75,18/7,1656/475,22/5,3852/725,2646/425,464/65,2214/275,2196/245,2222/225,15912/1475,117/10,7252/575,2502/185,28512/1975,2686/175,7236/445,20178/1175,2984/165,6174/325,54252/2725,1978/95,64656/2975,702/31,25324/1075,40986/1675,3528/139
CONDITIONAL on EXACT-N	105	70	15,103	3	21	3	21	21	33/106,116/159,423/371,1560/1007,415/212,3636/1537,147/53,2192/689,4185/1166,10380/2597,2101/477,15048/3127,8853/1696,6860/1219,11835/1961,26976/4187,5083/742,34236/4717,19095/2491,14120/1749,441/52
CONDITIONAL on EXACT-N	105	70	15,103	4	28	3	28	28	99/142,116/71,1269/497,4680/1349,1245/284,10908/2059,441/71,6576/923,12555/1562,31140/3479,2101/213,45144/4189,26559/2272,20580/1633,35505/2627,80928/5609,15249/994,102708/6319,57285/3337,14120/781,70119/3692,154044/7739,28083/1349,10800/497,99675/4402,71916/3053,116397/4757,3528/139
CONDITIONAL on EXACT-N	105	70	20,103	3	21	3	21	21	3/10,18/25,198/175,732/475,39/20,342/145,1176/425,1032/325,1971/550,978/245,22/5,7092/1475,4173/800,3234/575,1116/185,2544/395,2397/350,16146/2225,9006/1175,444/55,441/52
CONDITIONAL on EXACT-N	105	70	20,103	4	28	3	28	28	45/67,108/67,1188/469,4392/1273,585/134,10260/1943,7056/1139,6192/871,5913/737,29340/3283,660/67,42552/3953,12519/1072,19404/1541,33480/2479,76320/5293,7191/469,96876/5963,54036/3149,13320/737,33075/1742,145332/7303,26496/1273,173232/7973,47025/2077,67860/2881,109836/4489,3528/139
CONDITIONAL on EXACT-N	105	70	25,103	3	21	3	21	21	27/94,100/141,369/329,72/47,365/188,3204/1363,2205/799,1936/611,3699/1034,9180/2303,1859/423,13320/2773,7839/1504,6076/1081,10485/1739,23904/3713,4505/658,30348/4183,16929/2209,12520/1551,441/52
CONDITIONAL on EXACT-N	105	70	25,103	4	28	3	28	28	9/14,100/63,123/49,24/7,365/84,1068/203,105/17,1936/273,1233/154,3060/343,1859/189,4440/413,2613/224,868/69,3495/259,7968/553,4505/294,10116/623,5643/329,12520/693,987/52,15180/763,437/21,18096/833,9825/434,21268/903,11475/469,3528/139
CONDITIONAL on EXACT-N	105	70	30,103	3	21	3	21	21	3/11,23/33,171/154,318/209,85/44,747/319,1029/374,452/143,432/121,195/49,79/18,3114/649,1833/352,1421/253,4905/814,5592/869,527/77,7101/979,7923/1034,2930/363,441/52
CONDITIONAL on EXACT-N	105	70	30,103	4	28	3	28	28	36/59,92/59,1026/413,3816/1121,255/59,8964/1711,6174/1003,5424/767,5184/649,25740/2891,1738/177,37368/3481,5499/472,17052/1357,29430/2183,67104/4661,6324/413,85212/5251,47538/2773,11720/649,14553/767,127908/6431,23322/1121,152496/7021,41400/1829,59748/2537,96714/3953,3528/139
CONDITIONAL on EXACT-N	105	70	40,103	3	21	3	21	21	9/38,2/3,144/133,540/361,145/76,1278/551,882/323,776/247,135/38,3690/931,748/171,5364/1121,3159/608,2450/437,4230/703,9648/1501,1819/266,12258/1691,360/47,460/57,441/52
CONDITIONAL on EXACT-N	105	70	40,103	4	28	3	28	28	9/17,76/51,288/119,1080/323,145/34,2556/493,1764/289,1552/221,135/17,7380/833,88/9,10728/1003,3159/272,4900/391,8460/629,19296/1343,107/7,24516/1513,13680/799,920/51,8379/442,36828/1853,6716/323,43920/2023,11925/527,17212/731,27864/1139,3528/139
CONDITIONAL on EXACT-N	105	70	45,103	3	21	3	21	21	3/14,68/105,261/245,984/665,53/28,468/203,231/85,1424/455,2727/770,1356/343,275/63,9864/2065,5811/1120,28/5,1557/259,3552/553,3349/490,22572/3115,12597/1645,1864/231,441/52
CONDITIONAL on EXACT-N	105	70	45,103	4	28	3	28	28	45/94,68/47,783/329,2952/893,795/188,7020/1363,4851/799,4272/611,8181/1034,20340/2303,1375/141,29592/2773,17433/1504,588/47,23355/1739,53280/3713,10047/658,67716/4183,37791/2209,9320/517,46305/2444,101772/5123,18561/893,121392/5593,65925/2914,47580/2021,77031/3149,3528/139
CONDITIONAL on EXACT-N	105	70	50,103	3	21	3	21	21	3/16,5/8,117/112,111/76,15/8,531/232,735/272,81/26,621/176,1545/392,209/48,1125/236,663/128,1029/184,3555/592,507/79,765/112,5157/712,5757/752,355/44,441/52
CONDITIONAL on EXACT-N	105	70	50,103	4	28	3	28	28	18/43,60/43,702/301,2664/817,180/43,6372/1247,4410/731,3888/559,3726/473,18540/2107,418/43,27000/2537,1989/172,12348/989,21330/1591,48672/3397,4590/301,61884/3827,34542/2021,8520/473,10584/559,93060/4687,16974/817,111024/5117,30150/1333,43524/1849,70470/2881,3528/139
CONDITIONAL on EXACT-N	105	70	55,103	3	21	3	21	21	9/58,52/87,207/203,792/551,215/116,1908/841,1323/493,1168/377,2241/638,5580/1421,1133/261,8136/1711,4797/928,3724/667,6435/1073,14688/2291,2771/406,18684/2581,10431/1363,7720/957,441/52
CONDITIONAL on EXACT-N	105	70	55,103	4	28	3	28	28	9/26,4/3,207/91,792/247,215/52,1908/377,1323/221,1168/169,2241/286,5580/637,1133/117,8136/767,369/32,3724/299,495/37,14688/1027,2771/182,18684/1157,10431/611,7720/429,12789/676,28116/1417,5129/247,33552/1547,18225/806,1012/43,21303/871,3528/139
CONDITIONAL on EXACT-N	105	70	60,103	3	21	3	21	21	3/26,22/39,90/91,348/247,95/52,846/377,588/221,40/13,999/286,2490/637,506/117,3636/767,165/32,1666/299,2880/481,6576/1027,1241/182,8370/1157,4674/611,3460/429,441/52
CONDITIONAL on EXACT-N	105	70	60,103	4	28	3	28	28	9/35,44/35,108/49,2088/665,57/14,5076/1015,504/85,48/7,2997/385,2988/343,1012/105,21816/2065,1287/112,1428/115,3456/259,39456/2765,3723/245,10044/623,28044/1645,1384/77,189/10,75636/3815,2760/133,90288/4165,4905/217,35412/1505,57348/2345,3528/139
CONDITIONAL on EXACT-N	105	70	65,103	3	21	3	21	21	3/46,12/23,153/161,600/437,165/92,1476/667,1029/391,912/299,1755/506,4380/1127,99/23,6408/1357,3783/736,2940/529,5085/851,11616/1817,2193/322,14796/2047,8265/1081,2040/253,441/52
CONDITIONAL on EXACT-N	105	70	65,103	4	28	3	28	28	9/62,36/31,459/217,1800/589,495/124,4428/899,3087/527,2736/403,5265/682,13140/1519,297/31,19224/1829,11349/992,8820/713,15255/1147,34848/2449,6579/434,44388/2759,24795/1457,6120/341,30429/1612,66924/3379,12213/589,79920/3689,43425/1922,31356/1333,50787/2077,3528/139
CONDITIONAL on EXACT-N	105	70	75,103	3	21	3	20	20	20/51,99/119,24/19,115/68,36/17,735/289,656/221,1269/374,3180/833,649/153,4680/1003,2769/544,2156/391,3735/629,8544/1343,95/14,10908/1513,6099/799,4520/561,441/52
CONDITIONAL on EXACT-N	105	70	75,103	4	28	3	27	27	20/23,297/161,1224/437,15/4,108/23,2205/391,1968/299,3807/506,9540/1127,649/69,14040/1357,8307/736,6468/529,11205/851,25632/1817,4845/322,32724/2047,18297/1081,4520/253,22491/1196,49500/2507,393/19,59184/2737,32175/1426,23244/989,37665/1541,3528/139
CONDITIONAL on EXACT-N	105	70	80,103	3	21	3	20	20	2/7,36/49,156/133,45/28,414/203,42/17,264/91,513/154,1290/343,88/21,1908/413,1131/224,126/23,1530/259,3504/553,663/98,4482/623,2508/329,620/77,441/52
CONDITIONAL on EXACT-N	105	70	80,103	4	28	3	27	27	12/19,216/133,936/361,135/38,2484/551,1764/323,1584/247,81/11,7740/931,176/19,11448/1121,3393/304,5292/437,9180/703,21024/1501,1989/133,26892/1691,792/47,3720/209,9261/494,40788/2071,7452/361,48816/2261,13275/589,19188/817,31104/1273,3528/139
CONDITIONAL on EXACT-N	105	70	85,103	3	21	3	20	20	4/33,45/77,216/209,65/44,612/319,441/187,400/143,783/242,180/49,37/9,2952/649,1755/352,1372/253,2385/407,5472/869,1037/154,7020/979,3933/517,2920/363,441/52
CONDITIONAL on EXACT-N	105	70	85,103	4	28	3	27	27	4/15,9/7,216/95,13/4,612/145,441/85,80/13,783/110,396/49,407/45,2952/295,351/32,1372/115,477/37,5472/395,1037/70,1404/89,3933/235,584/33,4851/260,10692/545,391/19,12816/595,45/2,5044/215,8181/335,3528/139
CONDITIONAL on EXACT-N	105	70	90,103	3	21	3	19	19	9/28,15/19,5/4,99/58,147/68,34/13,135/44,345/98,143/36,261/59,39/8,245/46,855/148,492/79,187/28,1269/178,1425/188,265/33,441/52
CONDITIONAL on EXACT-N	105	70	90,103	4	28	3	26	26	54/77,360/209,30/11,108/29,882/187,816/143,810/121,4140/539,26/3,6264/649,117/11,2940/253,5130/407,11808/869,102/7,15228/979,8550/517,2120/121,2646/143,2124/109,4278/209,28080/1309,7650/341,11076/473,17982/737,3528/139
CONDITIONAL on EXACT-N	105	70	95,103	3	21	3	18	18	24/95,3/4,36/29,147/85,144/65,27/10,156/49,11/3,1224/295,741/160,588/115,207/37,480/79,459/70,3132/445,1767/235,8,441/52
CONDITIONAL on EXACT-N	105	70	95,103	4	28	3	25	25	72/133,45/28,540/203,63/17,432/91,81/14,2340/343,55/7,3672/413,2223/224,252/23,3105/259,7200/553,1377/98,9396/623,5301/329,120/7,945/52,14652/763,2691/133,17712/833,9675/434,7020/301,11421/469,3528/139
CONDITIONAL on EXACT-N	105	70	100,103	3	21	3	14	14	8/13,27/22,90/49,22/9,180/59,117/32,98/23,180/37,432/79,85/14,594/89,342/47,260/33,441/52
CONDITIONAL on EXACT-N	105	70	100,103	4	28	3	21	21	16/13,27/11,180/49,44/9,360/59,117/16,196/23,360/37,864/79,85/7,1188/89,684/47,520/33,441/26,1980/109,368/19,144/7,675/31,988/43,1620/67,3528/139
CONDITIONAL on EXACT-N	105	70	-63,103	4	20	3	20	20	3/10,172/285,603/665,2184/1805,115/76,5004/2755,3423/1615,2992/1235,5697/2090,2820/931,2849/855,20376/5605,11973/3040,9268/2185,3195/703,36384/7505,6851/1330,46116/8455,1353/235,200/33
CONDITIONAL on EXACT-N	105	70	-63,103	5	25	3	25	25	171/238,172/119,1809/833,936/323,1725/476,15012/3451,1467/289,528/91,17091/2618,42300/5831,407/51,61128/7021,35919/3808,3972/391,47925/4403,109152/9401,1209/98,19764/1513,77121/5593,19000/1309,13473/884,207108/12971,37743/2261,246672/14161,1125/62
CONDITIONAL on EXACT-N	105	70	-63,103	6	30	3	30	30	285/286,860/429,3015/1001,840/209,2875/572,25020/4147,17115/2431,1360/169,28485/3146,70500/7007,1295/117,101880/8437,4605/352,46340/3289,79875/5291,181920/11297,2635/154,230580/12727,11685/611,95000/4719,157185/7436,31380/1417,62905/2717,411120/17017,223125/8866,12380/473,260415/9581,560280/19877,100195/3432,4500/149
CONDITIONAL on EXACT-N	105	70	-56,103	4	20	3	20	20	27/91,164/273,576/637,2088/1729,275/182,684/377,36/17,2864/1183,2727/1001,13500/4459,2728/819,19512/5369,63/16,1268/299,15300/3367,34848/7189,3281/637,44172/8099,24624/4277,200/33
CONDITIONAL on EXACT-N	105	70	-56,103	5	25	3	25	25	27/38,82/57,288/133,1044/361,275/76,126/29,1638/323,1432/247,2727/418,6750/931,1364/171,9756/1121,5733/608,4438/437,7650/703,17424/1501,3281/266,22086/1691,648/47,9100/627,15057/988,33066/2071,6026/361,39384/2261,1125/62
CONDITIONAL on EXACT-N	105	70	-56,103	6	30	3	30	30	135/137,820/411,2880/959,10440/2603,1375/274,23940/3973,16380/2329,14320/1781,13635/1507,67500/6713,13640/1233,97560/8083,28665/2192,44380/3151,76500/5069,174240/10823,16405/959,220860/12193,123120/6439,91000/4521,75285/3562,330660/14933,60260/2603,393840/16303,106875/4247,154180/5891,249480/9179,536760/19043,47995/1644,4500/149
CONDITIONAL on EXACT-N	105	70	-49,103	4	20	3	20	20	17/58,52/87,183/203,664/551,175/116,1524/841,1043/493,912/377,1737/638,4300/1421,869/261,6216/1711,3653/928,2828/667,4875/1073,11104/2291,2091/406,14076/2581,7847/1363,200/33
CONDITIONAL on EXACT-N	105	70	-49,103	5	25	3	25	25	153/218,156/109,1647/763,5976/2071,1575/436,13716/3161,9387/1853,8208/1417,15633/2398,38700/5341,869/109,55944/6431,32877/3488,25452/2507,43875/4033,99936/8611,18819/1526,126684/9701,70623/5123,17400/1199,86373/5668,189684/11881,34569/2071,225936/12971,1125/62
CONDITIONAL on EXACT-N	105	70	-49,103	6	30	3	30	30	255/262,260/131,2745/917,9960/2489,2625/524,22860/3799,15645/2227,13680/1703,26055/2882,64500/6419,4345/393,93240/7729,54795/4192,42420/3013,73125/4847,166560/10349,31365/1834,211140/11659,117705/6157,29000/1441,143955/6812,316140/14279,57615/2489,376560/15589,204375/8122,147420/5633,238545/8777,513240/18209,30595/1048,4500/149
